indicator_id,claim_id,indicator_type,severity,detected_date,pattern_description,investigation_status
FRD-001900,CLM-2026-008199,Staged Accident Pattern,MEDIUM,2023-11-16,Incident characteristics match known staged accident patterns,OPEN
FRD-001901,CLM-2026-008203,Policyholder Collusion,LOW,2024-06-02,Evidence suggests coordination between parties,OPEN
FRD-001902,CLM-2026-008203,Suspicious Timing,HIGH,2024-05-16,Claim filed 4 days after policy inception/modification,OPEN
FRD-001903,CLM-2026-008205,Previous Fraud History,HIGH,2023-10-03,Claimant has 3 previous fraud flags on record,OPEN
FRD-001904,CLM-2026-008205,Witness Inconsistency,MEDIUM,2023-09-11,Witness statements contain conflicting information,OPEN
FRD-001905,CLM-2026-008205,Suspicious Timing,CRITICAL,2023-09-16,Claim filed 4 days after policy inception/modification,OPEN
FRD-001906,CLM-2026-008218,Inconsistent Documentation,MEDIUM,2024-09-25,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001907,CLM-2026-008218,Excessive Claim Amount,MEDIUM,2024-08-31,"Claim amount $2,960.75 exceeds typical range by 179%",CONFIRMED
FRD-001908,CLM-2026-008218,Medical Bill Padding,HIGH,2024-09-24,Medical bills inflated by estimated 32%,CLOSED
FRD-001909,CLM-2026-008224,Previous Fraud History,CRITICAL,2025-04-16,Claimant has 1 previous fraud flags on record,CLOSED
FRD-001910,CLM-2026-008224,Policyholder Collusion,LOW,2025-03-25,Evidence suggests coordination between parties,CLOSED
FRD-001911,CLM-2026-008224,Suspicious Timing,MEDIUM,2025-03-28,Claim filed 1 days after policy inception/modification,OPEN
FRD-001912,CLM-2026-008237,Medical Bill Padding,HIGH,2024-10-09,Medical bills inflated by estimated 57%,CLOSED
FRD-001913,CLM-2026-008237,Staged Accident Pattern,MEDIUM,2024-10-08,Incident characteristics match known staged accident patterns,OPEN
FRD-001914,CLM-2026-008238,Previous Fraud History,HIGH,2025-06-21,Claimant has 2 previous fraud flags on record,CLOSED
FRD-001915,CLM-2026-008238,Policyholder Collusion,MEDIUM,2025-06-17,Evidence suggests coordination between parties,CLOSED
FRD-001916,CLM-2026-008238,Inconsistent Documentation,HIGH,2025-07-02,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001917,CLM-2026-008245,Witness Inconsistency,MEDIUM,2024-04-02,Witness statements contain conflicting information,CONFIRMED
FRD-001918,CLM-2026-008245,Policyholder Collusion,MEDIUM,2024-03-28,Evidence suggests coordination between parties,OPEN
FRD-001919,CLM-2026-008248,Suspicious Timing,CRITICAL,2023-04-01,Claim filed 3 days after policy inception/modification,CONFIRMED
FRD-001920,CLM-2026-008248,Policyholder Collusion,CRITICAL,2023-04-01,Evidence suggests coordination between parties,CLOSED
FRD-001921,CLM-2026-008248,Suspicious Timing,HIGH,2023-03-18,Claim filed 1 days after policy inception/modification,CLOSED
FRD-001922,CLM-2026-008249,Staged Accident Pattern,CRITICAL,2023-06-15,Incident characteristics match known staged accident patterns,OPEN
FRD-001923,CLM-2026-008249,Suspicious Timing,HIGH,2023-06-18,Claim filed 2 days after policy inception/modification,CLOSED
FRD-001924,CLM-2026-008249,Previous Fraud History,MEDIUM,2023-07-02,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-001925,CLM-2026-008251,Inconsistent Documentation,HIGH,2024-01-16,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001926,CLM-2026-008251,Inconsistent Documentation,CRITICAL,2024-01-16,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001927,CLM-2026-008261,Phantom Damage,HIGH,2025-06-24,Claimed damage not consistent with incident type,CONFIRMED
FRD-001928,CLM-2026-008271,Staged Accident Pattern,LOW,2023-05-28,Incident characteristics match known staged accident patterns,OPEN
FRD-001929,CLM-2026-008274,Phantom Damage,HIGH,2024-07-27,Claimed damage not consistent with incident type,OPEN
FRD-001930,CLM-2026-008283,Inconsistent Documentation,LOW,2026-01-14,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-001931,CLM-2026-008283,Medical Bill Padding,MEDIUM,2026-01-21,Medical bills inflated by estimated 64%,OPEN
FRD-001932,CLM-2026-008283,Policyholder Collusion,HIGH,2026-02-05,Evidence suggests coordination between parties,CLOSED
FRD-001933,CLM-2026-008294,Witness Inconsistency,LOW,2025-11-26,Witness statements contain conflicting information,OPEN
FRD-001934,CLM-2026-008294,Medical Bill Padding,HIGH,2025-11-05,Medical bills inflated by estimated 88%,CLOSED
FRD-001935,CLM-2026-008301,Staged Accident Pattern,LOW,2024-05-14,Incident characteristics match known staged accident patterns,CLOSED
FRD-001936,CLM-2026-008301,Policyholder Collusion,HIGH,2024-05-31,Evidence suggests coordination between parties,CONFIRMED
FRD-001937,CLM-2026-008301,Excessive Claim Amount,MEDIUM,2024-05-15,"Claim amount $10,913.92 exceeds typical range by 110%",OPEN
FRD-001938,CLM-2026-008304,Staged Accident Pattern,MEDIUM,2023-04-12,Incident characteristics match known staged accident patterns,CLOSED
FRD-001939,CLM-2026-008304,Medical Bill Padding,MEDIUM,2023-04-09,Medical bills inflated by estimated 80%,CLOSED
FRD-001940,CLM-2026-008307,Previous Fraud History,CRITICAL,2024-03-12,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-001941,CLM-2026-008307,Policyholder Collusion,LOW,2024-02-23,Evidence suggests coordination between parties,OPEN
FRD-001942,CLM-2026-008325,Policyholder Collusion,MEDIUM,2023-05-02,Evidence suggests coordination between parties,CONFIRMED
FRD-001943,CLM-2026-008325,Inconsistent Documentation,LOW,2023-04-29,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001944,CLM-2026-008325,Excessive Claim Amount,LOW,2023-04-05,"Claim amount $29,724.32 exceeds typical range by 143%",CONFIRMED
FRD-001945,CLM-2026-008343,Phantom Damage,CRITICAL,2024-12-04,Claimed damage not consistent with incident type,OPEN
FRD-001946,CLM-2026-008343,Staged Accident Pattern,LOW,2024-12-10,Incident characteristics match known staged accident patterns,CLOSED
FRD-001947,CLM-2026-008346,Multiple Claims Short Period,HIGH,2024-06-19,Claimant filed 4 claims within 31 days,CLOSED
FRD-001948,CLM-2026-008347,Suspicious Timing,CRITICAL,2025-11-04,Claim filed 2 days after policy inception/modification,CONFIRMED
FRD-001949,CLM-2026-008347,Excessive Claim Amount,HIGH,2025-11-09,"Claim amount $73,805.36 exceeds typical range by 88%",CONFIRMED
FRD-001950,CLM-2026-008347,Suspicious Timing,MEDIUM,2025-11-13,Claim filed 2 days after policy inception/modification,CLOSED
FRD-001951,CLM-2026-008354,Multiple Claims Short Period,CRITICAL,2023-02-17,Claimant filed 7 claims within 82 days,OPEN
FRD-001952,CLM-2026-008379,Medical Bill Padding,HIGH,2024-10-12,Medical bills inflated by estimated 36%,OPEN
FRD-001953,CLM-2026-008379,Staged Accident Pattern,LOW,2024-10-08,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001954,CLM-2026-008379,Excessive Claim Amount,CRITICAL,2024-09-20,"Claim amount $17,322.59 exceeds typical range by 147%",OPEN
FRD-001955,CLM-2026-008391,Multiple Claims Short Period,CRITICAL,2023-10-09,Claimant filed 6 claims within 38 days,CONFIRMED
FRD-001956,CLM-2026-008391,Staged Accident Pattern,MEDIUM,2023-10-20,Incident characteristics match known staged accident patterns,OPEN
FRD-001957,CLM-2026-008391,Inconsistent Documentation,HIGH,2023-10-12,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001958,CLM-2026-008402,Previous Fraud History,LOW,2025-11-05,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-001959,CLM-2026-008405,Suspicious Timing,HIGH,2024-09-02,Claim filed 2 days after policy inception/modification,OPEN
FRD-001960,CLM-2026-008405,Suspicious Timing,HIGH,2024-09-02,Claim filed 1 days after policy inception/modification,CLOSED
FRD-001961,CLM-2026-008405,Inconsistent Documentation,CRITICAL,2024-08-18,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001962,CLM-2026-008409,Witness Inconsistency,MEDIUM,2024-11-14,Witness statements contain conflicting information,OPEN
FRD-001963,CLM-2026-008416,Previous Fraud History,CRITICAL,2023-07-26,Claimant has 1 previous fraud flags on record,OPEN
FRD-001964,CLM-2026-008440,Inconsistent Documentation,LOW,2024-06-19,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001965,CLM-2026-008440,Excessive Claim Amount,LOW,2024-06-09,"Claim amount $21,589.29 exceeds typical range by 55%",CLOSED
FRD-001966,CLM-2026-008440,Excessive Claim Amount,HIGH,2024-06-27,"Claim amount $21,589.29 exceeds typical range by 116%",OPEN
FRD-001967,CLM-2026-008441,Multiple Claims Short Period,MEDIUM,2024-09-29,Claimant filed 3 claims within 31 days,CONFIRMED
FRD-001968,CLM-2026-008442,Excessive Claim Amount,HIGH,2023-02-24,"Claim amount $7,420.81 exceeds typical range by 139%",OPEN
FRD-001969,CLM-2026-008442,Excessive Claim Amount,LOW,2023-03-06,"Claim amount $7,420.81 exceeds typical range by 114%",OPEN
FRD-001970,CLM-2026-008442,Excessive Claim Amount,HIGH,2023-02-20,"Claim amount $7,420.81 exceeds typical range by 59%",CLOSED
FRD-001971,CLM-2026-008447,Excessive Claim Amount,LOW,2025-12-07,"Claim amount $20,166.02 exceeds typical range by 158%",CONFIRMED
FRD-001972,CLM-2026-008447,Suspicious Timing,CRITICAL,2025-12-26,Claim filed 1 days after policy inception/modification,OPEN
FRD-001973,CLM-2026-008455,Staged Accident Pattern,LOW,2024-02-25,Incident characteristics match known staged accident patterns,OPEN
FRD-001974,CLM-2026-008467,Multiple Claims Short Period,LOW,2023-07-03,Claimant filed 5 claims within 53 days,OPEN
FRD-001975,CLM-2026-008469,Staged Accident Pattern,MEDIUM,2024-07-22,Incident characteristics match known staged accident patterns,CLOSED
FRD-001976,CLM-2026-008469,Medical Bill Padding,LOW,2024-07-09,Medical bills inflated by estimated 93%,CLOSED
FRD-001977,CLM-2026-008469,Suspicious Timing,HIGH,2024-08-04,Claim filed 4 days after policy inception/modification,CONFIRMED
FRD-001978,CLM-2026-008481,Witness Inconsistency,MEDIUM,2023-12-30,Witness statements contain conflicting information,OPEN
FRD-001979,CLM-2026-008481,Medical Bill Padding,MEDIUM,2023-12-13,Medical bills inflated by estimated 83%,CONFIRMED
FRD-001980,CLM-2026-008482,Policyholder Collusion,HIGH,2025-03-28,Evidence suggests coordination between parties,CLOSED
FRD-001981,CLM-2026-008482,Previous Fraud History,HIGH,2025-03-24,Claimant has 3 previous fraud flags on record,OPEN
FRD-001982,CLM-2026-008482,Policyholder Collusion,MEDIUM,2025-03-29,Evidence suggests coordination between parties,OPEN
FRD-001983,CLM-2026-008488,Multiple Claims Short Period,HIGH,2024-12-08,Claimant filed 5 claims within 69 days,CONFIRMED
FRD-001984,CLM-2026-008494,Policyholder Collusion,MEDIUM,2024-06-29,Evidence suggests coordination between parties,CLOSED
FRD-001985,CLM-2026-008494,Witness Inconsistency,MEDIUM,2024-06-27,Witness statements contain conflicting information,CONFIRMED
FRD-001986,CLM-2026-008500,Staged Accident Pattern,MEDIUM,2025-09-12,Incident characteristics match known staged accident patterns,OPEN
FRD-001987,CLM-2026-008509,Witness Inconsistency,HIGH,2024-03-07,Witness statements contain conflicting information,OPEN
FRD-001988,CLM-2026-008509,Policyholder Collusion,CRITICAL,2024-03-05,Evidence suggests coordination between parties,CONFIRMED
FRD-001989,CLM-2026-008520,Inconsistent Documentation,HIGH,2025-04-20,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-001990,CLM-2026-008520,Excessive Claim Amount,LOW,2025-05-02,"Claim amount $44,960.90 exceeds typical range by 64%",CONFIRMED
FRD-001991,CLM-2026-008520,Phantom Damage,HIGH,2025-05-01,Claimed damage not consistent with incident type,CONFIRMED
FRD-001992,CLM-2026-008522,Medical Bill Padding,HIGH,2025-12-06,Medical bills inflated by estimated 32%,CLOSED
FRD-001993,CLM-2026-008522,Policyholder Collusion,CRITICAL,2025-12-17,Evidence suggests coordination between parties,OPEN
FRD-001994,CLM-2026-008522,Phantom Damage,MEDIUM,2025-12-18,Claimed damage not consistent with incident type,OPEN
FRD-001995,CLM-2026-008524,Phantom Damage,HIGH,2025-09-25,Claimed damage not consistent with incident type,CLOSED
FRD-001996,CLM-2026-008524,Witness Inconsistency,HIGH,2025-09-29,Witness statements contain conflicting information,CLOSED
FRD-001997,CLM-2026-008526,Policyholder Collusion,HIGH,2025-03-14,Evidence suggests coordination between parties,OPEN
FRD-001998,CLM-2026-008526,Inconsistent Documentation,MEDIUM,2025-03-20,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001999,CLM-2026-008534,Medical Bill Padding,MEDIUM,2024-01-29,Medical bills inflated by estimated 75%,OPEN
FRD-002000,CLM-2026-008534,Excessive Claim Amount,MEDIUM,2024-02-12,"Claim amount $51,924.21 exceeds typical range by 78%",CLOSED
FRD-002001,CLM-2026-008534,Inconsistent Documentation,HIGH,2024-02-06,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-002002,CLM-2026-008545,Policyholder Collusion,CRITICAL,2024-02-21,Evidence suggests coordination between parties,CLOSED
FRD-002003,CLM-2026-008545,Previous Fraud History,CRITICAL,2024-02-05,Claimant has 3 previous fraud flags on record,OPEN
FRD-002004,CLM-2026-008551,Phantom Damage,HIGH,2025-10-21,Claimed damage not consistent with incident type,OPEN
FRD-002005,CLM-2026-008551,Inconsistent Documentation,MEDIUM,2025-10-22,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-002006,CLM-2026-008571,Staged Accident Pattern,HIGH,2024-05-02,Incident characteristics match known staged accident patterns,CLOSED
FRD-002007,CLM-2026-008571,Previous Fraud History,MEDIUM,2024-04-23,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-002008,CLM-2026-008571,Excessive Claim Amount,MEDIUM,2024-04-28,"Claim amount $4,427.91 exceeds typical range by 104%",CONFIRMED
FRD-002009,CLM-2026-008573,Inconsistent Documentation,MEDIUM,2025-02-23,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-002010,CLM-2026-008573,Suspicious Timing,LOW,2025-02-20,Claim filed 3 days after policy inception/modification,CONFIRMED
FRD-002011,CLM-2026-008573,Multiple Claims Short Period,MEDIUM,2025-03-01,Claimant filed 4 claims within 53 days,OPEN
FRD-002012,CLM-2026-008581,Multiple Claims Short Period,MEDIUM,2025-11-30,Claimant filed 4 claims within 74 days,CLOSED
FRD-002013,CLM-2026-008581,Medical Bill Padding,HIGH,2025-12-15,Medical bills inflated by estimated 98%,CLOSED
FRD-002014,CLM-2026-008585,Phantom Damage,LOW,2025-11-10,Claimed damage not consistent with incident type,CLOSED
FRD-002015,CLM-2026-008585,Witness Inconsistency,CRITICAL,2025-11-28,Witness statements contain conflicting information,OPEN
FRD-002016,CLM-2026-008585,Previous Fraud History,HIGH,2025-11-25,Claimant has 3 previous fraud flags on record,CLOSED
FRD-002017,CLM-2026-008586,Witness Inconsistency,CRITICAL,2024-11-21,Witness statements contain conflicting information,CLOSED
FRD-002018,CLM-2026-008586,Excessive Claim Amount,LOW,2024-11-17,Claim amount $788.88 exceeds typical range by 84%,CONFIRMED
FRD-002019,CLM-2026-008586,Suspicious Timing,LOW,2024-11-11,Claim filed 1 days after policy inception/modification,OPEN
FRD-002020,CLM-2026-008594,Multiple Claims Short Period,MEDIUM,2025-07-03,Claimant filed 4 claims within 83 days,CLOSED
FRD-002021,CLM-2026-008594,Inconsistent Documentation,HIGH,2025-07-08,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002022,CLM-2026-008594,Multiple Claims Short Period,MEDIUM,2025-07-14,Claimant filed 3 claims within 68 days,OPEN
FRD-002023,CLM-2026-008600,Previous Fraud History,MEDIUM,2023-07-09,Claimant has 3 previous fraud flags on record,OPEN
FRD-002024,CLM-2026-008616,Previous Fraud History,MEDIUM,2025-02-10,Claimant has 2 previous fraud flags on record,OPEN
FRD-002025,CLM-2026-008616,Multiple Claims Short Period,HIGH,2025-02-21,Claimant filed 7 claims within 58 days,CLOSED
FRD-002026,CLM-2026-008638,Inconsistent Documentation,HIGH,2023-04-03,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002027,CLM-2026-008638,Witness Inconsistency,HIGH,2023-03-26,Witness statements contain conflicting information,CLOSED
FRD-002028,CLM-2026-008653,Multiple Claims Short Period,LOW,2023-08-07,Claimant filed 3 claims within 74 days,OPEN
FRD-002029,CLM-2026-008659,Witness Inconsistency,HIGH,2023-08-02,Witness statements contain conflicting information,OPEN
FRD-002030,CLM-2026-008659,Multiple Claims Short Period,MEDIUM,2023-08-10,Claimant filed 3 claims within 35 days,CLOSED
FRD-002031,CLM-2026-008660,Phantom Damage,LOW,2025-04-06,Claimed damage not consistent with incident type,CLOSED
FRD-002032,CLM-2026-008660,Witness Inconsistency,CRITICAL,2025-03-27,Witness statements contain conflicting information,CLOSED
FRD-002033,CLM-2026-008673,Medical Bill Padding,HIGH,2025-02-02,Medical bills inflated by estimated 82%,OPEN
FRD-002034,CLM-2026-008673,Witness Inconsistency,MEDIUM,2025-01-13,Witness statements contain conflicting information,CLOSED
FRD-002035,CLM-2026-008683,Suspicious Timing,CRITICAL,2024-09-21,Claim filed 5 days after policy inception/modification,OPEN
FRD-002036,CLM-2026-008683,Phantom Damage,LOW,2024-09-08,Claimed damage not consistent with incident type,OPEN
FRD-002037,CLM-2026-008687,Staged Accident Pattern,LOW,2023-09-12,Incident characteristics match known staged accident patterns,OPEN
FRD-002038,CLM-2026-008687,Suspicious Timing,HIGH,2023-09-01,Claim filed 2 days after policy inception/modification,OPEN
FRD-002039,CLM-2026-008687,Staged Accident Pattern,HIGH,2023-09-18,Incident characteristics match known staged accident patterns,CLOSED
FRD-002040,CLM-2026-008695,Medical Bill Padding,HIGH,2025-12-13,Medical bills inflated by estimated 67%,CLOSED
FRD-002041,CLM-2026-008698,Inconsistent Documentation,HIGH,2025-09-01,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002042,CLM-2026-008698,Multiple Claims Short Period,CRITICAL,2025-08-30,Claimant filed 8 claims within 64 days,OPEN
FRD-002043,CLM-2026-008703,Staged Accident Pattern,HIGH,2023-01-17,Incident characteristics match known staged accident patterns,CLOSED
FRD-002044,CLM-2026-008703,Staged Accident Pattern,CRITICAL,2023-02-05,Incident characteristics match known staged accident patterns,CLOSED
FRD-002045,CLM-2026-008721,Excessive Claim Amount,MEDIUM,2025-10-03,"Claim amount $23,644.91 exceeds typical range by 151%",OPEN
FRD-002046,CLM-2026-008721,Witness Inconsistency,MEDIUM,2025-09-18,Witness statements contain conflicting information,OPEN
FRD-002047,CLM-2026-008721,Phantom Damage,HIGH,2025-09-11,Claimed damage not consistent with incident type,CLOSED
FRD-002048,CLM-2026-008731,Excessive Claim Amount,LOW,2023-07-29,"Claim amount $8,669.60 exceeds typical range by 132%",CONFIRMED
FRD-002049,CLM-2026-008731,Phantom Damage,CRITICAL,2023-07-31,Claimed damage not consistent with incident type,CLOSED
FRD-002050,CLM-2026-008731,Inconsistent Documentation,HIGH,2023-07-19,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-002051,CLM-2026-008744,Previous Fraud History,LOW,2023-12-16,Claimant has 2 previous fraud flags on record,CONFIRMED
FRD-002052,CLM-2026-008754,Phantom Damage,CRITICAL,2025-04-09,Claimed damage not consistent with incident type,CLOSED
FRD-002053,CLM-2026-008754,Staged Accident Pattern,HIGH,2025-03-17,Incident characteristics match known staged accident patterns,OPEN
FRD-002054,CLM-2026-008754,Excessive Claim Amount,CRITICAL,2025-03-19,"Claim amount $7,328.84 exceeds typical range by 190%",CONFIRMED
FRD-002055,CLM-2026-008762,Staged Accident Pattern,LOW,2023-07-24,Incident characteristics match known staged accident patterns,OPEN
FRD-002056,CLM-2026-008762,Excessive Claim Amount,LOW,2023-08-06,"Claim amount $42,586.09 exceeds typical range by 108%",OPEN
FRD-002057,CLM-2026-008762,Witness Inconsistency,HIGH,2023-07-24,Witness statements contain conflicting information,OPEN
FRD-002058,CLM-2026-008777,Previous Fraud History,CRITICAL,2023-04-28,Claimant has 1 previous fraud flags on record,CONFIRMED
FRD-002059,CLM-2026-008780,Suspicious Timing,HIGH,2025-05-19,Claim filed 5 days after policy inception/modification,CLOSED
FRD-002060,CLM-2026-008780,Phantom Damage,CRITICAL,2025-05-29,Claimed damage not consistent with incident type,OPEN
FRD-002061,CLM-2026-008788,Excessive Claim Amount,HIGH,2024-01-05,"Claim amount $1,596.05 exceeds typical range by 100%",CONFIRMED
FRD-002062,CLM-2026-008788,Multiple Claims Short Period,MEDIUM,2023-12-26,Claimant filed 5 claims within 82 days,OPEN
FRD-002063,CLM-2026-008788,Multiple Claims Short Period,LOW,2024-01-21,Claimant filed 6 claims within 57 days,CLOSED
FRD-002064,CLM-2026-008789,Previous Fraud History,LOW,2023-09-26,Claimant has 3 previous fraud flags on record,CLOSED
FRD-002065,CLM-2026-008789,Excessive Claim Amount,MEDIUM,2023-09-12,"Claim amount $10,071.73 exceeds typical range by 118%",OPEN
FRD-002066,CLM-2026-008801,Staged Accident Pattern,LOW,2023-05-26,Incident characteristics match known staged accident patterns,CLOSED
FRD-002067,CLM-2026-008801,Policyholder Collusion,HIGH,2023-05-25,Evidence suggests coordination between parties,OPEN
FRD-002068,CLM-2026-008801,Witness Inconsistency,MEDIUM,2023-05-30,Witness statements contain conflicting information,CLOSED
FRD-002069,CLM-2026-008811,Policyholder Collusion,LOW,2025-12-02,Evidence suggests coordination between parties,CONFIRMED
FRD-002070,CLM-2026-008811,Policyholder Collusion,LOW,2025-11-20,Evidence suggests coordination between parties,OPEN
FRD-002071,CLM-2026-008812,Suspicious Timing,MEDIUM,2024-01-20,Claim filed 5 days after policy inception/modification,CONFIRMED
FRD-002072,CLM-2026-008812,Phantom Damage,HIGH,2024-01-22,Claimed damage not consistent with incident type,OPEN
FRD-002073,CLM-2026-008812,Suspicious Timing,HIGH,2024-01-15,Claim filed 3 days after policy inception/modification,CLOSED
FRD-002074,CLM-2026-008818,Policyholder Collusion,LOW,2023-12-05,Evidence suggests coordination between parties,CLOSED
FRD-002075,CLM-2026-008818,Policyholder Collusion,LOW,2023-12-22,Evidence suggests coordination between parties,CONFIRMED
FRD-002076,CLM-2026-008844,Phantom Damage,MEDIUM,2023-06-28,Claimed damage not consistent with incident type,OPEN
FRD-002077,CLM-2026-008844,Phantom Damage,MEDIUM,2023-07-18,Claimed damage not consistent with incident type,CLOSED
FRD-002078,CLM-2026-008863,Policyholder Collusion,CRITICAL,2023-03-13,Evidence suggests coordination between parties,OPEN
FRD-002079,CLM-2026-008880,Staged Accident Pattern,MEDIUM,2025-01-25,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-002080,CLM-2026-008880,Previous Fraud History,CRITICAL,2025-02-16,Claimant has 1 previous fraud flags on record,CONFIRMED
FRD-002081,CLM-2026-008892,Multiple Claims Short Period,LOW,2025-10-24,Claimant filed 3 claims within 61 days,CLOSED
FRD-002082,CLM-2026-008904,Excessive Claim Amount,LOW,2024-05-02,"Claim amount $71,658.82 exceeds typical range by 68%",OPEN
FRD-002083,CLM-2026-008911,Phantom Damage,CRITICAL,2025-11-24,Claimed damage not consistent with incident type,OPEN
FRD-002084,CLM-2026-008911,Medical Bill Padding,LOW,2025-12-03,Medical bills inflated by estimated 84%,OPEN
FRD-002085,CLM-2026-008912,Staged Accident Pattern,LOW,2026-01-10,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-002086,CLM-2026-008912,Policyholder Collusion,CRITICAL,2026-02-03,Evidence suggests coordination between parties,CONFIRMED
FRD-002087,CLM-2026-008953,Phantom Damage,MEDIUM,2023-11-27,Claimed damage not consistent with incident type,OPEN
FRD-002088,CLM-2026-008957,Phantom Damage,MEDIUM,2023-07-09,Claimed damage not consistent with incident type,OPEN
FRD-002089,CLM-2026-008957,Medical Bill Padding,CRITICAL,2023-06-26,Medical bills inflated by estimated 48%,CONFIRMED
FRD-002090,CLM-2026-008957,Phantom Damage,LOW,2023-07-01,Claimed damage not consistent with incident type,CONFIRMED
FRD-002091,CLM-2026-008958,Policyholder Collusion,MEDIUM,2025-01-22,Evidence suggests coordination between parties,CONFIRMED
FRD-002092,CLM-2026-008958,Suspicious Timing,MEDIUM,2024-12-26,Claim filed 3 days after policy inception/modification,CLOSED
FRD-002093,CLM-2026-008958,Previous Fraud History,LOW,2025-01-11,Claimant has 3 previous fraud flags on record,OPEN
FRD-002094,CLM-2026-008967,Previous Fraud History,MEDIUM,2024-02-17,Claimant has 3 previous fraud flags on record,OPEN
FRD-002095,CLM-2026-008967,Staged Accident Pattern,LOW,2024-02-22,Incident characteristics match known staged accident patterns,OPEN
FRD-002096,CLM-2026-008967,Medical Bill Padding,HIGH,2024-02-23,Medical bills inflated by estimated 87%,OPEN
FRD-002097,CLM-2026-008975,Inconsistent Documentation,MEDIUM,2024-09-18,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-002098,CLM-2026-008975,Suspicious Timing,HIGH,2024-09-27,Claim filed 3 days after policy inception/modification,OPEN
FRD-002099,CLM-2026-008981,Excessive Claim Amount,HIGH,2026-01-19,"Claim amount $8,049.55 exceeds typical range by 168%",OPEN
FRD-002100,CLM-2026-008984,Previous Fraud History,HIGH,2025-06-15,Claimant has 3 previous fraud flags on record,OPEN
FRD-002101,CLM-2026-008984,Multiple Claims Short Period,HIGH,2025-06-12,Claimant filed 6 claims within 75 days,CLOSED
FRD-002102,CLM-2026-008993,Excessive Claim Amount,CRITICAL,2023-01-22,"Claim amount $53,510.08 exceeds typical range by 96%",OPEN
FRD-002103,CLM-2026-008997,Multiple Claims Short Period,CRITICAL,2024-04-28,Claimant filed 3 claims within 50 days,CONFIRMED
FRD-002104,CLM-2026-008997,Policyholder Collusion,LOW,2024-05-13,Evidence suggests coordination between parties,CLOSED
FRD-002105,CLM-2026-009001,Staged Accident Pattern,HIGH,2024-12-12,Incident characteristics match known staged accident patterns,OPEN
FRD-002106,CLM-2026-009001,Excessive Claim Amount,CRITICAL,2024-12-07,"Claim amount $15,697.48 exceeds typical range by 150%",CLOSED
FRD-002107,CLM-2026-009002,Policyholder Collusion,CRITICAL,2025-06-08,Evidence suggests coordination between parties,OPEN
FRD-002108,CLM-2026-009014,Previous Fraud History,CRITICAL,2025-04-26,Claimant has 2 previous fraud flags on record,OPEN
FRD-002109,CLM-2026-009014,Policyholder Collusion,HIGH,2025-04-13,Evidence suggests coordination between parties,CONFIRMED
FRD-002110,CLM-2026-009014,Policyholder Collusion,LOW,2025-04-19,Evidence suggests coordination between parties,CONFIRMED
FRD-002111,CLM-2026-009039,Policyholder Collusion,CRITICAL,2025-04-28,Evidence suggests coordination between parties,CONFIRMED
FRD-002112,CLM-2026-009039,Multiple Claims Short Period,MEDIUM,2025-04-23,Claimant filed 3 claims within 64 days,CLOSED
FRD-002113,CLM-2026-009039,Staged Accident Pattern,HIGH,2025-04-17,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-002114,CLM-2026-009040,Policyholder Collusion,MEDIUM,2024-03-08,Evidence suggests coordination between parties,CONFIRMED
FRD-002115,CLM-2026-009040,Inconsistent Documentation,HIGH,2024-02-27,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002116,CLM-2026-009044,Suspicious Timing,MEDIUM,2023-06-18,Claim filed 3 days after policy inception/modification,OPEN
FRD-002117,CLM-2026-009044,Multiple Claims Short Period,HIGH,2023-06-19,Claimant filed 8 claims within 41 days,OPEN
FRD-002118,CLM-2026-009063,Excessive Claim Amount,HIGH,2025-06-09,"Claim amount $13,962.10 exceeds typical range by 58%",OPEN
