policy_number,total_claims,total_amount_paid,avg_claim_amount,last_claim_date,first_claim_date,claims_trend,policy_type,fraud_claims_count
POL-2020-812,3,58068.02,26291.51,2025-11-07,2023-05-22,DECREASING,AUTO,0
POL-2023-077,2,0.0,20121.02,2025-12-21,2024-10-25,INSUFFICIENT_DATA,AUTO,0
POL-2024-014,3,9548.43,11879.98,2025-05-19,2024-11-06,DECREASING,AUTO,0
POL-2023-944,2,0.0,100236.92,2025-11-16,2025-09-30,INSUFFICIENT_DATA,AUTO,0
POL-2025-452,3,62414.94,46991.29,2025-06-07,2024-07-13,DECREASING,AUTO,1
POL-2022-491,2,16408.94,33461.64,2025-09-19,2023-05-14,INSUFFICIENT_DATA,AUTO,0
POL-2025-460,2,0.0,94684.08,2024-04-27,2023-12-08,INSUFFICIENT_DATA,AUTO,0
POL-2023-903,1,0.0,7677.1,2026-01-03,2026-01-03,INSUFFICIENT_DATA,AUTO,0
POL-2022-319,1,0.0,30413.3,2023-12-19,2023-12-19,INSUFFICIENT_DATA,AUTO,1
POL-2025-673,3,0.0,29323.17,2024-11-03,2024-01-25,INCREASING,AUTO,0
POL-2020-697,2,2064.33,1032.16,2025-12-14,2024-05-10,INSUFFICIENT_DATA,AUTO,0
POL-2025-022,3,652.21,12999.71,2025-12-05,2023-07-25,INCREASING,AUTO,0
POL-2020-603,2,0.0,5826.4,2025-11-22,2023-11-13,INSUFFICIENT_DATA,AUTO,0
POL-2024-664,1,1727.43,1727.43,2023-05-12,2023-05-12,INSUFFICIENT_DATA,AUTO,1
POL-2021-971,3,3128.44,15606.39,2024-12-29,2023-03-08,INCREASING,AUTO,0
POL-2022-095,1,0.0,4144.01,2023-06-06,2023-06-06,INSUFFICIENT_DATA,AUTO,0
POL-2022-241,3,35802.77,19608.74,2025-09-24,2024-08-10,INCREASING,AUTO,1
POL-2021-962,3,648.29,22379.47,2025-11-27,2024-04-12,DECREASING,AUTO,0
POL-2021-701,1,71274.44,71274.44,2025-01-16,2025-01-16,INSUFFICIENT_DATA,AUTO,0
POL-2021-539,2,14412.49,7206.24,2025-12-16,2025-10-03,INSUFFICIENT_DATA,AUTO,0
POL-2025-490,2,46943.64,40555.3,2025-05-20,2024-07-13,INSUFFICIENT_DATA,AUTO,1
POL-2021-036,1,0.0,33483.12,2025-10-11,2025-10-11,INSUFFICIENT_DATA,AUTO,0
POL-2024-222,1,531.47,531.47,2025-09-01,2025-09-01,INSUFFICIENT_DATA,AUTO,0
POL-2023-913,2,0.0,23048.77,2025-08-08,2023-07-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-491,1,2091.03,2091.03,2023-11-06,2023-11-06,INSUFFICIENT_DATA,AUTO,0
POL-2020-911,2,93650.8,46825.4,2025-08-08,2024-05-11,INSUFFICIENT_DATA,AUTO,0
POL-2023-845,1,0.0,93817.14,2023-04-23,2023-04-23,INSUFFICIENT_DATA,AUTO,0
POL-2025-645,1,681.33,681.33,2023-10-17,2023-10-17,INSUFFICIENT_DATA,AUTO,1
POL-2020-435,3,126443.64,42147.88,2024-09-09,2023-06-25,DECREASING,AUTO,0
POL-2020-392,2,73648.09,36938.55,2025-06-16,2024-08-31,INSUFFICIENT_DATA,AUTO,0
POL-2021-060,3,32355.69,16807.29,2026-01-03,2024-02-09,INCREASING,AUTO,0
POL-2022-835,1,3495.84,3495.84,2023-11-28,2023-11-28,INSUFFICIENT_DATA,AUTO,0
POL-2022-176,2,15358.21,31121.3,2024-01-25,2023-11-21,INSUFFICIENT_DATA,AUTO,1
POL-2024-698,4,43736.74,11984.73,2025-11-25,2023-03-18,DECREASING,AUTO,1
POL-2025-752,2,176336.11,88168.06,2026-01-14,2024-01-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-558,1,25765.93,25765.93,2024-08-20,2024-08-20,INSUFFICIENT_DATA,AUTO,0
POL-2024-634,2,0.0,21354.34,2025-12-12,2025-08-29,INSUFFICIENT_DATA,AUTO,0
POL-2020-020,1,56442.39,56442.39,2023-01-14,2023-01-14,INSUFFICIENT_DATA,AUTO,0
POL-2022-712,2,15609.23,30043.16,2024-12-31,2023-11-02,INSUFFICIENT_DATA,AUTO,0
POL-2025-061,2,24163.81,44379.26,2024-07-20,2023-07-29,INSUFFICIENT_DATA,AUTO,0
POL-2021-647,1,11180.08,11180.08,2024-03-26,2024-03-26,INSUFFICIENT_DATA,AUTO,0
POL-2020-892,1,0.0,4670.94,2024-03-18,2024-03-18,INSUFFICIENT_DATA,AUTO,0
POL-2020-220,2,29428.49,14714.24,2024-10-07,2024-09-12,INSUFFICIENT_DATA,AUTO,1
POL-2020-421,2,26057.52,23203.2,2024-11-22,2023-04-30,INSUFFICIENT_DATA,AUTO,1
POL-2025-603,2,0.0,39058.62,2023-12-01,2023-09-26,INSUFFICIENT_DATA,AUTO,0
POL-2025-335,1,0.0,71319.6,2024-01-29,2024-01-29,INSUFFICIENT_DATA,AUTO,0
POL-2024-639,1,0.0,12433.82,2025-11-28,2025-11-28,INSUFFICIENT_DATA,AUTO,0
POL-2022-226,1,0.0,2923.76,2024-08-02,2024-08-02,INSUFFICIENT_DATA,AUTO,1
POL-2021-634,1,0.0,102727.39,2023-10-09,2023-10-09,INSUFFICIENT_DATA,AUTO,0
POL-2024-939,2,34974.12,17487.06,2025-02-19,2024-11-11,INSUFFICIENT_DATA,AUTO,0
POL-2023-696,1,0.0,8737.92,2024-06-25,2024-06-25,INSUFFICIENT_DATA,AUTO,0
POL-2020-332,3,200102.49,70544.91,2025-01-16,2024-06-12,DECREASING,AUTO,0
POL-2020-627,2,0.0,54524.14,2024-02-14,2023-02-09,INSUFFICIENT_DATA,AUTO,0
POL-2025-045,2,17045.39,8522.7,2024-02-16,2023-12-11,INSUFFICIENT_DATA,AUTO,1
POL-2025-457,2,39482.27,19741.14,2025-02-27,2024-10-24,INSUFFICIENT_DATA,AUTO,1
POL-2020-986,3,93754.28,31251.43,2024-12-12,2024-01-03,DECREASING,AUTO,0
POL-2021-859,1,0.0,72660.27,2023-10-22,2023-10-22,INSUFFICIENT_DATA,AUTO,0
POL-2023-777,2,104382.82,98745.68,2024-03-19,2024-01-02,INSUFFICIENT_DATA,AUTO,1
POL-2020-733,1,0.0,2048.32,2024-01-29,2024-01-29,INSUFFICIENT_DATA,AUTO,0
POL-2024-826,1,0.0,6876.56,2024-03-19,2024-03-19,INSUFFICIENT_DATA,AUTO,0
POL-2025-609,1,0.0,193294.06,2023-04-18,2023-04-18,INSUFFICIENT_DATA,AUTO,0
POL-2021-594,3,11650.89,13803.7,2024-07-31,2023-02-03,DECREASING,AUTO,0
POL-2021-400,2,65569.15,36924.5,2024-08-13,2024-03-31,INSUFFICIENT_DATA,AUTO,0
POL-2023-807,1,0.0,45767.82,2024-12-20,2024-12-20,INSUFFICIENT_DATA,AUTO,0
POL-2025-179,1,0.0,5037.81,2023-05-16,2023-05-16,INSUFFICIENT_DATA,AUTO,0
POL-2023-679,1,24239.85,24239.85,2025-07-28,2025-07-28,INSUFFICIENT_DATA,AUTO,0
POL-2025-640,2,103638.53,51819.26,2023-11-05,2023-10-28,INSUFFICIENT_DATA,AUTO,0
POL-2022-030,2,28525.87,14262.94,2023-10-26,2023-07-11,INSUFFICIENT_DATA,AUTO,0
POL-2020-875,2,1625.17,14317.54,2025-10-16,2024-12-15,INSUFFICIENT_DATA,AUTO,0
POL-2021-279,3,7927.15,6378.57,2025-06-08,2023-04-14,INCREASING,AUTO,0
POL-2025-300,1,71150.95,71150.95,2024-12-14,2024-12-14,INSUFFICIENT_DATA,AUTO,1
POL-2020-131,1,0.0,1488.1,2024-04-21,2024-04-21,INSUFFICIENT_DATA,AUTO,0
POL-2021-574,2,145115.13,102356.94,2023-08-18,2023-02-05,INSUFFICIENT_DATA,AUTO,1
POL-2024-465,2,3839.94,11258.24,2024-10-17,2024-03-25,INSUFFICIENT_DATA,AUTO,1
POL-2024-378,2,2954.58,11464.08,2025-02-17,2023-07-13,INSUFFICIENT_DATA,AUTO,0
POL-2025-382,2,74193.94,37096.97,2024-10-26,2024-05-24,INSUFFICIENT_DATA,AUTO,0
POL-2025-136,1,0.0,32323.52,2024-02-08,2024-02-08,INSUFFICIENT_DATA,AUTO,0
POL-2021-642,1,0.0,19794.29,2023-03-03,2023-03-03,INSUFFICIENT_DATA,AUTO,0
POL-2021-552,2,4642.43,2674.12,2024-11-12,2023-06-04,INSUFFICIENT_DATA,AUTO,0
POL-2023-725,1,304.84,304.84,2024-07-08,2024-07-08,INSUFFICIENT_DATA,AUTO,0
POL-2024-769,2,0.0,28481.97,2025-05-01,2023-03-29,INSUFFICIENT_DATA,AUTO,0
POL-2022-022,3,80307.6,45144.31,2025-09-04,2023-09-01,STABLE,AUTO,0
POL-2025-044,1,0.0,32998.11,2024-01-13,2024-01-13,INSUFFICIENT_DATA,AUTO,0
POL-2022-300,1,6092.77,6092.77,2025-09-01,2025-09-01,INSUFFICIENT_DATA,AUTO,0
POL-2025-872,1,0.0,25028.86,2024-04-11,2024-04-11,INSUFFICIENT_DATA,AUTO,1
POL-2022-827,2,38706.9,32356.72,2023-04-28,2023-04-11,INSUFFICIENT_DATA,AUTO,0
POL-2022-794,1,0.0,117561.99,2024-10-21,2024-10-21,INSUFFICIENT_DATA,AUTO,0
POL-2020-233,1,10314.41,10314.41,2025-07-04,2025-07-04,INSUFFICIENT_DATA,AUTO,1
POL-2024-508,2,119080.29,59540.14,2024-12-09,2024-03-04,INSUFFICIENT_DATA,AUTO,0
POL-2024-015,1,27125.39,27125.39,2023-08-23,2023-08-23,INSUFFICIENT_DATA,AUTO,0
POL-2024-398,1,12809.67,12809.67,2025-10-12,2025-10-12,INSUFFICIENT_DATA,AUTO,0
POL-2022-874,1,8743.03,8743.03,2026-01-03,2026-01-03,INSUFFICIENT_DATA,AUTO,0
POL-2023-597,1,69033.7,69033.7,2023-07-04,2023-07-04,INSUFFICIENT_DATA,AUTO,1
POL-2024-325,1,0.0,25866.61,2024-06-30,2024-06-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-526,3,1942.87,23585.85,2024-08-10,2024-03-22,INCREASING,AUTO,0
POL-2020-882,3,6820.62,7900.8,2024-09-30,2024-04-22,INCREASING,AUTO,0
POL-2022-772,2,138143.92,80863.69,2025-11-06,2024-03-14,INSUFFICIENT_DATA,AUTO,0
POL-2020-133,3,15806.45,9574.82,2025-12-05,2024-06-29,DECREASING,AUTO,1
POL-2021-848,3,0.0,5101.2,2023-09-05,2023-06-10,DECREASING,AUTO,0
POL-2024-327,2,15245.45,7622.72,2025-07-02,2025-06-14,INSUFFICIENT_DATA,AUTO,0
POL-2022-952,1,10719.95,10719.95,2024-01-08,2024-01-08,INSUFFICIENT_DATA,AUTO,0
POL-2021-747,1,2363.99,2363.99,2025-02-09,2025-02-09,INSUFFICIENT_DATA,AUTO,0
POL-2022-606,3,146297.6,59152.67,2025-08-08,2024-01-14,DECREASING,AUTO,0
POL-2022-709,2,6415.93,5548.46,2026-01-02,2023-10-06,INSUFFICIENT_DATA,AUTO,0
POL-2021-237,2,41688.15,20844.07,2025-05-17,2024-03-20,INSUFFICIENT_DATA,AUTO,0
POL-2021-475,1,71413.95,71413.95,2024-10-25,2024-10-25,INSUFFICIENT_DATA,AUTO,0
POL-2025-633,2,38118.64,24108.98,2025-12-04,2024-07-12,INSUFFICIENT_DATA,AUTO,1
POL-2022-612,2,5597.34,2798.67,2025-09-22,2025-04-10,INSUFFICIENT_DATA,AUTO,0
POL-2024-162,1,126339.62,126339.62,2025-01-31,2025-01-31,INSUFFICIENT_DATA,AUTO,0
POL-2020-279,2,14110.36,7055.18,2025-05-26,2025-04-28,INSUFFICIENT_DATA,AUTO,0
POL-2021-003,2,0.0,10472.87,2025-10-29,2025-06-15,INSUFFICIENT_DATA,AUTO,1
POL-2020-090,1,4423.66,4423.66,2023-04-24,2023-04-24,INSUFFICIENT_DATA,AUTO,0
POL-2021-131,2,28210.73,33775.38,2025-11-09,2025-05-16,INSUFFICIENT_DATA,AUTO,1
POL-2021-399,1,0.0,13015.16,2024-11-12,2024-11-12,INSUFFICIENT_DATA,AUTO,0
POL-2020-785,3,7336.61,12804.36,2024-06-17,2023-09-22,DECREASING,AUTO,0
POL-2025-850,2,0.0,29493.17,2025-04-07,2023-08-14,INSUFFICIENT_DATA,AUTO,0
POL-2020-381,1,38951.91,38951.91,2024-12-21,2024-12-21,INSUFFICIENT_DATA,AUTO,0
POL-2021-136,1,1575.02,1575.02,2023-11-15,2023-11-15,INSUFFICIENT_DATA,AUTO,0
POL-2022-020,1,58013.15,58013.15,2023-12-19,2023-12-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-340,3,29717.51,13775.14,2024-07-24,2023-03-26,DECREASING,AUTO,0
POL-2022-738,4,63824.72,38697.78,2024-08-11,2023-02-01,INCREASING,AUTO,0
POL-2023-373,1,0.0,130232.29,2023-05-28,2023-05-28,INSUFFICIENT_DATA,AUTO,0
POL-2023-338,2,32508.94,96159.86,2024-01-26,2023-12-06,INSUFFICIENT_DATA,AUTO,0
POL-2022-053,2,36149.5,20242.84,2024-08-01,2023-10-25,INSUFFICIENT_DATA,AUTO,0
POL-2022-585,1,32676.19,32676.19,2024-06-04,2024-06-04,INSUFFICIENT_DATA,AUTO,0
POL-2021-478,1,0.0,8693.14,2023-12-22,2023-12-22,INSUFFICIENT_DATA,AUTO,1
POL-2025-115,1,0.0,63552.99,2023-07-03,2023-07-03,INSUFFICIENT_DATA,AUTO,0
POL-2020-956,2,28207.04,32217.65,2026-01-03,2023-02-05,INSUFFICIENT_DATA,AUTO,0
POL-2024-761,1,11246.03,11246.03,2026-01-12,2026-01-12,INSUFFICIENT_DATA,AUTO,0
POL-2025-691,1,11233.39,11233.39,2023-09-29,2023-09-29,INSUFFICIENT_DATA,AUTO,0
POL-2022-217,3,18750.92,6563.81,2025-09-17,2024-11-07,INCREASING,AUTO,0
POL-2020-686,1,180445.43,180445.43,2024-01-13,2024-01-13,INSUFFICIENT_DATA,AUTO,0
POL-2020-858,1,11172.07,11172.07,2023-09-08,2023-09-08,INSUFFICIENT_DATA,AUTO,0
POL-2021-718,1,0.0,7848.23,2023-08-11,2023-08-11,INSUFFICIENT_DATA,AUTO,0
POL-2020-330,1,0.0,7710.22,2023-04-22,2023-04-22,INSUFFICIENT_DATA,AUTO,0
POL-2021-333,1,0.0,6811.89,2025-11-25,2025-11-25,INSUFFICIENT_DATA,AUTO,0
POL-2025-177,1,0.0,46265.66,2025-04-19,2025-04-19,INSUFFICIENT_DATA,AUTO,0
POL-2022-694,1,14967.04,14967.04,2023-09-26,2023-09-26,INSUFFICIENT_DATA,AUTO,0
POL-2021-653,1,23862.94,23862.94,2024-02-10,2024-02-10,INSUFFICIENT_DATA,AUTO,0
POL-2021-123,1,0.0,23632.93,2024-12-22,2024-12-22,INSUFFICIENT_DATA,AUTO,0
POL-2022-029,1,8617.92,8617.92,2024-07-17,2024-07-17,INSUFFICIENT_DATA,AUTO,0
POL-2022-706,2,15873.02,82510.62,2024-10-15,2023-11-02,INSUFFICIENT_DATA,AUTO,1
POL-2025-970,1,0.0,18528.68,2024-08-21,2024-08-21,INSUFFICIENT_DATA,AUTO,0
POL-2020-314,1,8500.02,8500.02,2023-02-19,2023-02-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-996,1,0.0,6824.28,2023-06-20,2023-06-20,INSUFFICIENT_DATA,AUTO,0
POL-2022-147,1,0.0,90978.55,2023-12-16,2023-12-16,INSUFFICIENT_DATA,AUTO,0
POL-2025-130,2,12022.14,6549.95,2025-12-31,2025-06-03,INSUFFICIENT_DATA,AUTO,0
POL-2022-100,1,0.0,68704.23,2024-04-17,2024-04-17,INSUFFICIENT_DATA,AUTO,0
POL-2021-834,1,0.0,1077.45,2025-07-23,2025-07-23,INSUFFICIENT_DATA,AUTO,0
POL-2021-658,1,1616.37,1616.37,2025-10-10,2025-10-10,INSUFFICIENT_DATA,AUTO,0
POL-2024-609,1,2080.29,2080.29,2025-08-31,2025-08-31,INSUFFICIENT_DATA,AUTO,0
POL-2021-652,1,0.0,60203.31,2024-07-23,2024-07-23,INSUFFICIENT_DATA,AUTO,0
POL-2022-469,1,0.0,10402.89,2024-04-02,2024-04-02,INSUFFICIENT_DATA,AUTO,0
POL-2025-722,1,0.0,24951.23,2024-01-28,2024-01-28,INSUFFICIENT_DATA,AUTO,0
POL-2023-709,1,48196.04,48196.04,2023-11-21,2023-11-21,INSUFFICIENT_DATA,AUTO,0
POL-2020-290,2,0.0,10439.25,2024-04-13,2023-08-04,INSUFFICIENT_DATA,AUTO,0
POL-2025-595,1,8411.87,8411.87,2024-03-06,2024-03-06,INSUFFICIENT_DATA,AUTO,0
POL-2022-352,1,0.0,4664.72,2024-11-14,2024-11-14,INSUFFICIENT_DATA,AUTO,0
POL-2020-794,3,71151.18,26577.21,2025-04-21,2024-03-12,INCREASING,AUTO,0
POL-2021-130,1,32366.96,32366.96,2023-07-14,2023-07-14,INSUFFICIENT_DATA,AUTO,0
POL-2022-010,2,0.0,71629.39,2025-11-09,2023-11-27,INSUFFICIENT_DATA,AUTO,0
POL-2022-911,1,0.0,42661.83,2025-10-18,2025-10-18,INSUFFICIENT_DATA,AUTO,0
POL-2025-301,1,0.0,11052.07,2024-01-20,2024-01-20,INSUFFICIENT_DATA,AUTO,0
POL-2022-405,1,0.0,96110.91,2024-11-29,2024-11-29,INSUFFICIENT_DATA,AUTO,1
POL-2024-097,2,46280.01,24373.54,2025-08-21,2024-08-13,INSUFFICIENT_DATA,AUTO,0
POL-2025-123,1,14465.07,14465.07,2025-11-01,2025-11-01,INSUFFICIENT_DATA,AUTO,0
POL-2025-442,1,0.0,10309.82,2025-01-23,2025-01-23,INSUFFICIENT_DATA,AUTO,0
POL-2023-156,1,13844.29,13844.29,2023-05-31,2023-05-31,INSUFFICIENT_DATA,AUTO,0
POL-2025-573,2,0.0,160814.52,2024-05-08,2024-02-21,INSUFFICIENT_DATA,AUTO,2
POL-2022-486,3,18085.16,17895.64,2024-05-24,2023-01-30,DECREASING,AUTO,1
POL-2024-886,2,24860.94,22581.35,2024-05-30,2024-02-22,INSUFFICIENT_DATA,AUTO,0
POL-2020-291,1,2602.2,2602.2,2023-10-16,2023-10-16,INSUFFICIENT_DATA,AUTO,0
POL-2025-331,1,0.0,10528.28,2023-05-14,2023-05-14,INSUFFICIENT_DATA,AUTO,0
POL-2021-273,2,0.0,31282.87,2024-07-07,2023-11-13,INSUFFICIENT_DATA,AUTO,0
POL-2020-965,2,14762.31,7381.16,2025-07-19,2023-04-06,INSUFFICIENT_DATA,AUTO,0
POL-2024-770,1,64734.86,64734.86,2024-03-11,2024-03-11,INSUFFICIENT_DATA,AUTO,0
POL-2025-763,2,0.0,8208.51,2025-04-09,2024-10-20,INSUFFICIENT_DATA,AUTO,0
POL-2022-741,1,0.0,42845.61,2023-10-18,2023-10-18,INSUFFICIENT_DATA,AUTO,0
POL-2025-428,1,0.0,41589.97,2025-03-15,2025-03-15,INSUFFICIENT_DATA,AUTO,0
POL-2023-857,2,115941.5,74850.7,2025-06-17,2025-04-01,INSUFFICIENT_DATA,AUTO,0
POL-2022-456,2,31332.78,33851.06,2025-09-24,2024-10-28,INSUFFICIENT_DATA,AUTO,1
POL-2020-806,2,0.0,6683.42,2025-01-08,2023-04-10,INSUFFICIENT_DATA,AUTO,0
POL-2021-650,1,4311.6,4311.6,2025-04-16,2025-04-16,INSUFFICIENT_DATA,AUTO,0
POL-2020-409,2,72468.04,36234.02,2024-11-27,2023-04-19,INSUFFICIENT_DATA,AUTO,1
POL-2022-919,1,0.0,3403.84,2024-08-10,2024-08-10,INSUFFICIENT_DATA,AUTO,0
POL-2024-899,3,125963.97,56001.65,2024-10-18,2023-04-28,DECREASING,AUTO,0
POL-2025-397,2,7881.92,4350.66,2026-01-15,2024-11-25,INSUFFICIENT_DATA,AUTO,0
POL-2020-061,1,0.0,8519.52,2023-12-27,2023-12-27,INSUFFICIENT_DATA,AUTO,0
POL-2023-219,4,57496.22,17937.82,2025-01-05,2023-03-29,INCREASING,AUTO,0
POL-2024-610,1,0.0,10794.31,2024-09-06,2024-09-06,INSUFFICIENT_DATA,AUTO,0
POL-2023-543,2,8359.63,8381.7,2024-08-07,2023-08-26,INSUFFICIENT_DATA,AUTO,0
POL-2022-647,3,28545.43,9731.24,2024-01-26,2023-05-13,DECREASING,AUTO,0
POL-2021-638,1,32793.53,32793.53,2023-05-20,2023-05-20,INSUFFICIENT_DATA,AUTO,0
POL-2022-019,3,119743.62,39914.54,2025-08-23,2023-12-25,INCREASING,AUTO,0
POL-2022-498,2,0.0,19208.88,2025-08-14,2025-04-08,INSUFFICIENT_DATA,AUTO,1
POL-2023-046,1,1461.4,1461.4,2024-12-07,2024-12-07,INSUFFICIENT_DATA,AUTO,0
POL-2021-984,2,17046.23,27865.96,2025-12-02,2025-05-28,INSUFFICIENT_DATA,AUTO,0
POL-2025-600,1,2053.37,2053.37,2024-08-15,2024-08-15,INSUFFICIENT_DATA,AUTO,0
POL-2025-688,1,33267.09,33267.09,2023-07-03,2023-07-03,INSUFFICIENT_DATA,AUTO,0
POL-2020-045,2,30741.87,15619.59,2025-02-26,2023-10-27,INSUFFICIENT_DATA,AUTO,0
POL-2023-396,1,0.0,31285.9,2023-10-21,2023-10-21,INSUFFICIENT_DATA,AUTO,0
POL-2022-934,1,8118.95,8118.95,2023-03-19,2023-03-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-391,2,95520.66,131132.9,2024-09-17,2024-08-28,INSUFFICIENT_DATA,AUTO,0
POL-2023-009,3,44138.68,30319.07,2025-10-02,2023-06-02,STABLE,AUTO,0
POL-2020-722,2,182595.34,91297.67,2025-05-14,2024-03-25,INSUFFICIENT_DATA,AUTO,0
POL-2023-554,1,552.22,552.22,2024-04-29,2024-04-29,INSUFFICIENT_DATA,AUTO,0
POL-2024-910,3,73821.87,24607.29,2025-05-14,2024-04-20,INCREASING,AUTO,1
POL-2021-057,1,0.0,88206.72,2025-12-16,2025-12-16,INSUFFICIENT_DATA,AUTO,0
POL-2021-555,4,33620.03,8897.55,2026-01-06,2023-01-27,INCREASING,AUTO,0
POL-2024-628,1,7997.41,7997.41,2025-01-15,2025-01-15,INSUFFICIENT_DATA,AUTO,0
POL-2025-023,1,0.0,21903.93,2023-11-07,2023-11-07,INSUFFICIENT_DATA,AUTO,0
POL-2020-374,2,0.0,105057.0,2025-09-11,2024-06-08,INSUFFICIENT_DATA,AUTO,0
POL-2022-947,1,0.0,12701.28,2023-04-10,2023-04-10,INSUFFICIENT_DATA,AUTO,0
POL-2020-988,2,1310.7,28688.13,2025-12-06,2024-08-16,INSUFFICIENT_DATA,AUTO,0
POL-2022-490,2,0.0,73437.17,2024-09-25,2023-06-18,INSUFFICIENT_DATA,AUTO,0
POL-2020-355,2,7728.01,11013.94,2025-04-05,2024-10-06,INSUFFICIENT_DATA,AUTO,0
POL-2022-485,1,0.0,12605.49,2025-03-01,2025-03-01,INSUFFICIENT_DATA,AUTO,0
POL-2025-692,1,0.0,31787.96,2025-09-03,2025-09-03,INSUFFICIENT_DATA,AUTO,0
POL-2020-874,2,127358.91,63679.46,2025-08-02,2024-12-05,INSUFFICIENT_DATA,AUTO,1
POL-2025-954,1,0.0,103301.94,2025-12-26,2025-12-26,INSUFFICIENT_DATA,AUTO,0
POL-2023-768,2,17296.42,20998.94,2024-10-10,2024-07-19,INSUFFICIENT_DATA,AUTO,0
POL-2020-436,1,0.0,2409.43,2024-10-05,2024-10-05,INSUFFICIENT_DATA,AUTO,0
POL-2025-459,1,0.0,11177.06,2025-08-30,2025-08-30,INSUFFICIENT_DATA,AUTO,0
POL-2025-065,1,0.0,16516.61,2023-05-18,2023-05-18,INSUFFICIENT_DATA,AUTO,0
POL-2021-864,4,149836.2,37459.05,2025-04-02,2023-01-28,STABLE,AUTO,2
POL-2025-232,1,0.0,58312.57,2023-10-01,2023-10-01,INSUFFICIENT_DATA,AUTO,0
POL-2020-232,2,86914.66,43457.33,2024-03-20,2023-08-15,INSUFFICIENT_DATA,AUTO,0
POL-2022-637,1,19662.31,19662.31,2023-08-22,2023-08-22,INSUFFICIENT_DATA,AUTO,0
POL-2020-087,2,0.0,12913.31,2025-07-21,2025-05-30,INSUFFICIENT_DATA,AUTO,0
POL-2025-006,1,1862.06,1862.06,2025-04-20,2025-04-20,INSUFFICIENT_DATA,AUTO,1
POL-2024-039,1,0.0,1299.36,2024-03-23,2024-03-23,INSUFFICIENT_DATA,AUTO,1
POL-2024-548,2,1464.62,14889.89,2025-10-19,2025-02-15,INSUFFICIENT_DATA,AUTO,0
POL-2025-751,2,80238.99,41205.03,2025-09-19,2024-05-08,INSUFFICIENT_DATA,AUTO,0
POL-2020-139,2,15290.17,8057.74,2025-02-25,2023-10-02,INSUFFICIENT_DATA,AUTO,0
POL-2023-855,1,24697.34,24697.34,2025-10-26,2025-10-26,INSUFFICIENT_DATA,AUTO,0
POL-2021-693,1,0.0,18566.39,2025-07-03,2025-07-03,INSUFFICIENT_DATA,AUTO,0
POL-2023-958,1,0.0,37848.57,2024-04-30,2024-04-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-535,2,0.0,11692.46,2025-05-17,2023-03-10,INSUFFICIENT_DATA,AUTO,1
POL-2025-389,1,6688.9,6688.9,2024-05-03,2024-05-03,INSUFFICIENT_DATA,AUTO,0
POL-2023-482,1,0.0,9680.06,2024-05-16,2024-05-16,INSUFFICIENT_DATA,AUTO,0
POL-2024-133,2,8321.08,6261.32,2023-08-12,2023-03-05,INSUFFICIENT_DATA,AUTO,0
POL-2025-697,2,37640.08,41699.08,2024-06-16,2023-11-12,INSUFFICIENT_DATA,AUTO,0
POL-2025-052,2,0.0,21691.1,2024-11-15,2023-07-21,INSUFFICIENT_DATA,AUTO,0
POL-2020-881,2,4186.43,4652.48,2025-06-17,2023-03-14,INSUFFICIENT_DATA,AUTO,0
POL-2020-584,2,59805.08,29902.54,2023-12-17,2023-07-03,INSUFFICIENT_DATA,AUTO,2
POL-2022-013,1,20878.53,20878.53,2025-09-07,2025-09-07,INSUFFICIENT_DATA,AUTO,0
POL-2023-062,1,0.0,6999.92,2024-04-13,2024-04-13,INSUFFICIENT_DATA,AUTO,0
POL-2024-978,1,0.0,70537.5,2023-08-09,2023-08-09,INSUFFICIENT_DATA,AUTO,0
POL-2024-976,1,10459.16,10459.16,2023-10-19,2023-10-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-818,1,10041.95,10041.95,2023-08-20,2023-08-20,INSUFFICIENT_DATA,AUTO,0
POL-2020-295,1,34923.63,34923.63,2025-04-17,2025-04-17,INSUFFICIENT_DATA,AUTO,0
POL-2020-784,1,0.0,15477.56,2024-02-18,2024-02-18,INSUFFICIENT_DATA,AUTO,0
POL-2022-212,2,20744.87,65146.38,2025-09-17,2025-03-01,INSUFFICIENT_DATA,AUTO,1
POL-2022-015,1,0.0,93794.65,2025-10-05,2025-10-05,INSUFFICIENT_DATA,AUTO,0
POL-2020-552,2,68761.89,58380.9,2025-07-04,2024-01-25,INSUFFICIENT_DATA,AUTO,1
POL-2022-957,1,0.0,4614.83,2025-07-27,2025-07-27,INSUFFICIENT_DATA,AUTO,0
POL-2023-788,1,1110.35,1110.35,2025-11-25,2025-11-25,INSUFFICIENT_DATA,AUTO,0
POL-2020-819,1,0.0,19776.46,2024-05-06,2024-05-06,INSUFFICIENT_DATA,AUTO,0
POL-2025-361,2,71917.46,42606.32,2024-03-31,2023-06-25,INSUFFICIENT_DATA,AUTO,0
POL-2024-691,2,28801.23,14400.62,2023-09-05,2023-01-26,INSUFFICIENT_DATA,AUTO,1
